datetime,temp,humidity,precip,precipprob,preciptype,windspeed,conditions,icon
2024-07-06T01:50:00,9.4,85.0,0.015,0.0,,5.3,Overcast,cloudy
2024-07-06T01:51:00,9.4,84.59,0.014,0.0,,5.2,Overcast,cloudy
2024-07-06T01:52:00,9.6,84.21,0.014,0.0,,5.2,Overcast,cloudy
2024-07-06T01:53:00,9.3,85.11,0.014,0.0,,5.1,Overcast,cloudy
2024-07-06T01:54:00,9.5,84.19,0.013,0.0,,4.9,Overcast,cloudy
2024-07-06T01:55:00,9.5,84.4,0.012,0.0,,4.8,Overcast,cloudy
2024-07-06T01:56:00,9.4,84.66,0.013,0.0,,4.8,Overcast,cloudy
2024-07-06T01:57:00,9.3,85.03,0.014,0.0,,5.1,Overcast,cloudy
2024-07-06T01:58:00,9.4,85.07,0.014,0.0,,5.2,Overcast,cloudy
2024-07-06T01:59:00,9.5,84.62,0.014,0.0,,5.1,Overcast,cloudy
2024-07-06T02:00:00,8.9,84.9,0.0,0.0,,4.1,Overcast,cloudy
2024-07-06T02:01:00,9.0,85.65,0.0,0.0,,4.0,Overcast,cloudy
2024-07-06T02:02:00,9.1,86.0,0.0,0.0,,4.0,Overcast,cloudy
2024-07-06T02:03:00,9.0,85.43,0.0,0.0,,3.9,Overcast,cloudy
2024-07-06T02:04:00,9.0,85.35,0.0,0.0,,4.1,Overcast,cloudy
2024-07-06T02:05:00,9.0,85.29,0.0,0.0,,4.1,Overcast,cloudy
2024-07-06T02:06:00,9.0,85.32,0.0,0.0,,3.9,Overcast,cloudy
2024-07-06T02:07:00,9.1,86.31,0.0,0.0,,4.0,Overcast,cloudy
2024-07-06T02:08:00,9.0,85.86,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:09:00,9.0,86.07,0.0,0.0,,4.1,Overcast,cloudy
2024-07-06T02:10:00,9.1,85.79,0.0,0.0,,4.1,Overcast,cloudy
2024-07-06T02:11:00,8.9,86.04,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:12:00,9.1,85.56,0.0,0.0,,3.9,Overcast,cloudy
2024-07-06T02:13:00,9.0,85.71,0.0,0.0,,3.9,Overcast,cloudy
2024-07-06T02:14:00,9.0,85.12,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:15:00,9.0,86.16,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:16:00,9.0,85.76,0.0,0.0,,3.9,Overcast,cloudy
2024-07-06T02:17:00,9.0,85.9,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:18:00,8.9,85.59,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:19:00,8.9,86.32,0.0,0.0,,4.0,Overcast,cloudy
2024-07-06T02:20:00,8.9,85.18,0.0,0.0,,4.1,Overcast,cloudy
2024-07-06T02:21:00,9.0,86.33,0.0,0.0,,3.6,Overcast,cloudy
2024-07-06T02:22:00,9.0,86.44,0.0,0.0,,3.9,Overcast,cloudy
2024-07-06T02:23:00,9.0,86.26,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:24:00,8.9,85.7,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:25:00,9.0,86.65,0.0,0.0,,3.9,Overcast,cloudy
2024-07-06T02:26:00,8.9,86.47,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:27:00,9.0,86.7,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:28:00,9.0,86.6,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:29:00,8.9,85.87,0.0,0.0,,3.6,Overcast,cloudy
2024-07-06T02:30:00,8.9,85.84,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:31:00,9.0,86.3,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:32:00,9.0,86.83,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:33:00,8.8,86.01,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:34:00,8.9,85.99,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:35:00,8.9,86.05,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:36:00,9.0,85.61,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:37:00,9.0,87.2,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:38:00,8.9,87.21,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:39:00,9.0,86.47,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:40:00,9.0,86.78,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:41:00,8.9,85.94,0.0,0.0,,3.9,Overcast,cloudy
2024-07-06T02:42:00,8.9,86.15,0.0,0.0,,3.6,Overcast,cloudy
2024-07-06T02:43:00,9.0,85.85,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:44:00,8.9,87.2,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:45:00,8.9,86.73,0.0,0.0,,3.6,Overcast,cloudy
2024-07-06T02:46:00,9.0,86.59,0.0,0.0,,3.8,Overcast,cloudy
2024-07-06T02:47:00,9.0,87.54,0.0,0.0,,3.6,Overcast,cloudy
2024-07-06T02:48:00,8.9,87.5,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:49:00,8.9,87.26,0.0,0.0,,3.5,Overcast,cloudy
2024-07-06T02:50:00,9.0,86.98,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:51:00,9.0,86.34,0.0,0.0,,3.5,Overcast,cloudy
2024-07-06T02:52:00,8.8,86.67,0.0,0.0,,3.5,Overcast,cloudy
2024-07-06T02:53:00,9.0,87.16,0.0,0.0,,3.4,Overcast,cloudy
2024-07-06T02:54:00,9.0,86.43,0.0,0.0,,3.5,Overcast,cloudy
2024-07-06T02:55:00,8.8,87.34,0.0,0.0,,3.7,Overcast,cloudy
2024-07-06T02:56:00,8.8,86.36,0.0,0.0,,3.6,Overcast,cloudy
2024-07-06T02:57:00,8.9,87.5,0.0,0.0,,3.4,Overcast,cloudy
2024-07-06T02:58:00,8.8,86.87,0.0,0.0,,3.5,Overcast,cloudy
2024-07-06T02:59:00,8.9,87.37,0.0,0.0,,3.6,Overcast,cloudy
2024-07-06T03:00:00,8.8,89.93,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:01:00,8.6,90.43,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:02:00,8.8,89.61,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:03:00,8.7,90.16,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:04:00,8.6,89.93,0.0,0.0,,2.4,Overcast,cloudy
2024-07-06T03:05:00,8.7,90.39,0.0,0.0,,2.5,Overcast,cloudy
2024-07-06T03:06:00,8.7,90.05,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:07:00,8.6,90.8,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:08:00,8.8,90.33,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:09:00,8.7,90.43,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:10:00,8.6,89.89,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:11:00,8.6,90.57,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:12:00,8.8,89.57,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:13:00,8.8,89.66,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:14:00,8.7,89.86,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:15:00,8.8,90.07,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:16:00,8.7,89.55,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:17:00,8.7,89.64,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:18:00,8.7,89.9,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:19:00,8.8,89.62,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:20:00,8.6,90.39,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:21:00,8.8,90.55,0.0,0.0,,2.5,Overcast,cloudy
2024-07-06T03:22:00,8.7,89.47,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:23:00,8.7,89.42,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:24:00,8.7,90.36,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:25:00,8.7,90.11,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:26:00,8.7,90.25,0.0,0.0,,2.5,Overcast,cloudy
2024-07-06T03:27:00,8.6,89.99,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:28:00,8.8,89.84,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:29:00,8.7,89.95,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:30:00,8.8,90.47,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:31:00,8.6,90.38,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:32:00,8.7,90.2,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:33:00,8.7,90.29,0.0,0.0,,2.6,Overcast,cloudy
2024-07-06T03:34:00,8.7,89.77,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:35:00,8.8,90.62,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:36:00,8.7,89.67,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:37:00,8.7,89.97,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:38:00,8.7,90.52,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:39:00,8.6,90.79,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:40:00,8.7,90.34,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:41:00,8.8,90.25,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:42:00,8.7,90.08,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:43:00,8.7,90.09,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:44:00,8.8,90.48,0.0,0.0,,3.0,Overcast,cloudy
2024-07-06T03:45:00,8.7,89.9,0.0,0.0,,2.7,Overcast,cloudy
2024-07-06T03:46:00,8.7,90.31,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:47:00,8.7,90.39,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:48:00,8.7,90.03,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:49:00,8.8,90.7,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:50:00,8.8,90.71,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:51:00,8.7,90.4,0.0,0.0,,3.0,Overcast,cloudy
2024-07-06T03:52:00,8.7,90.59,0.0,0.0,,2.8,Overcast,cloudy
2024-07-06T03:53:00,8.7,90.18,0.0,0.0,,3.1,Overcast,cloudy
2024-07-06T03:54:00,8.7,89.48,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:55:00,8.7,89.91,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:56:00,8.8,90.47,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:57:00,8.7,90.02,0.0,0.0,,2.9,Overcast,cloudy
2024-07-06T03:58:00,8.7,89.82,0.0,0.0,,3.1,Overcast,cloudy
2024-07-06T03:59:00,8.7,90.35,0.0,0.0,,3.2,Overcast,cloudy
2024-07-06T04:00:00,8.9,89.89,0.0,0.0,,4.2,Overcast,cloudy
2024-07-06T04:01:00,8.8,90.12,0.002,0.0,,4.2,Overcast,cloudy
2024-07-06T04:02:00,8.8,90.03,0.004,0.0,,4.1,Overcast,cloudy
2024-07-06T04:03:00,8.8,90.44,0.006,0.0,,4.2,Overcast,cloudy
2024-07-06T04:04:00,8.9,90.13,0.009,0.0,,4.1,Overcast,cloudy
2024-07-06T04:05:00,8.8,90.87,0.011,0.0,,4.2,Overcast,cloudy
2024-07-06T04:06:00,8.9,90.17,0.014,0.0,,4.4,Overcast,cloudy
2024-07-06T04:07:00,8.7,90.01,0.015,0.0,,4.1,Overcast,cloudy
2024-07-06T04:08:00,8.9,90.11,0.016,0.0,,3.9,Overcast,cloudy
2024-07-06T04:09:00,8.8,90.78,0.021,0.0,,4.2,Overcast,cloudy
2024-07-06T04:10:00,8.9,89.82,0.02,0.0,,4.0,Overcast,cloudy
2024-07-06T04:11:00,8.8,90.94,0.021,0.0,,4.1,Overcast,cloudy
2024-07-06T04:12:00,8.8,89.67,0.027,0.0,,4.1,Overcast,cloudy
2024-07-06T04:13:00,8.8,90.82,0.025,0.0,,4.2,Overcast,cloudy
2024-07-06T04:14:00,8.9,90.23,0.03,0.0,,4.2,Overcast,cloudy
2024-07-06T04:15:00,8.8,90.64,0.029,0.0,,4.2,Overcast,cloudy
2024-07-06T04:16:00,8.8,90.38,0.033,0.0,,4.0,Overcast,cloudy
2024-07-06T04:17:00,8.8,89.74,0.036,0.0,,4.3,Overcast,cloudy
2024-07-06T04:18:00,8.7,90.9,0.04,0.0,,4.2,Overcast,cloudy
2024-07-06T04:19:00,8.7,89.97,0.042,0.0,,4.3,Overcast,cloudy
2024-07-06T04:20:00,8.8,90.98,0.046,0.0,,4.3,Overcast,cloudy
2024-07-06T04:21:00,8.9,90.25,0.045,0.0,,4.3,Overcast,cloudy
2024-07-06T04:22:00,8.8,90.5,0.041,0.0,,4.0,Overcast,cloudy
2024-07-06T04:23:00,8.9,90.56,0.047,0.0,,4.1,Overcast,cloudy
2024-07-06T04:24:00,8.8,90.74,0.045,70.0,rain,4.4,"Overcast, Light Rain Possible",rain
2024-07-06T04:25:00,8.8,90.39,0.049,70.0,rain,4.3,"Overcast, Light Rain Possible",rain
2024-07-06T04:26:00,8.8,90.21,0.056,70.0,rain,4.3,"Overcast, Light Rain Possible",rain
2024-07-06T04:27:00,8.8,90.42,0.063,70.0,rain,4.1,"Overcast, Light Rain Possible",rain
2024-07-06T04:28:00,8.9,90.59,0.061,70.0,rain,4.5,"Overcast, Light Rain Possible",rain
2024-07-06T04:29:00,8.8,90.7,0.064,70.0,rain,4.4,"Overcast, Light Rain Possible",rain
2024-07-06T04:30:00,8.9,90.23,0.066,70.0,rain,4.1,"Overcast, Light Rain Possible",rain
2024-07-06T04:31:00,8.8,89.77,0.069,70.0,rain,4.4,"Overcast, Light Rain Possible",rain
2024-07-06T04:32:00,8.9,90.52,0.062,70.0,rain,4.3,"Overcast, Light Rain Possible",rain
2024-07-06T04:33:00,8.8,90.18,0.075,70.0,rain,4.3,"Overcast, Light Rain Possible",rain
2024-07-06T04:34:00,8.8,90.02,0.068,70.0,rain,4.3,"Overcast, Light Rain Possible",rain
2024-07-06T04:35:00,8.9,90.12,0.067,70.0,rain,4.3,"Overcast, Light Rain Possible",rain
2024-07-06T04:36:00,8.9,89.76,0.076,70.0,rain,4.3,"Overcast, Light Rain Possible",rain
2024-07-06T04:37:00,8.8,91.1,0.081,70.0,rain,4.3,"Overcast, Light Rain Possible",rain
2024-07-06T04:38:00,8.9,90.49,0.087,70.0,rain,4.1,"Overcast, Light Rain Possible",rain
2024-07-06T04:39:00,8.9,90.7,0.081,70.0,rain,4.3,"Overcast, Light Rain Possible",rain
2024-07-06T04:40:00,8.9,90.33,0.076,70.0,rain,4.1,"Overcast, Light Rain Possible",rain
2024-07-06T04:41:00,8.9,90.9,0.077,70.0,rain,4.6,"Overcast, Light Rain Possible",rain
2024-07-06T04:42:00,8.8,90.69,0.087,70.0,rain,4.3,"Rain, Overcast",rain
2024-07-06T04:43:00,8.8,90.95,0.082,70.0,rain,4.6,"Rain, Overcast",rain
2024-07-06T04:44:00,8.7,89.89,0.095,70.0,rain,4.4,"Rain, Overcast",rain
2024-07-06T04:45:00,8.8,90.14,0.083,70.0,rain,4.5,"Rain, Overcast",rain
2024-07-06T04:46:00,8.9,89.92,0.1,70.0,rain,4.4,"Rain, Overcast",rain
2024-07-06T04:47:00,8.8,89.74,0.105,70.0,rain,4.5,"Rain, Overcast",rain
2024-07-06T04:48:00,8.9,90.69,0.101,70.0,rain,4.5,"Rain, Overcast",rain
2024-07-06T04:49:00,9.0,90.37,0.113,70.0,rain,4.1,"Rain, Overcast",rain
2024-07-06T04:50:00,8.9,90.71,0.112,70.0,rain,4.2,"Rain, Overcast",rain
2024-07-06T04:51:00,8.8,90.69,0.095,70.0,rain,4.3,"Rain, Overcast",rain
2024-07-06T04:52:00,8.8,89.89,0.098,70.0,rain,4.4,"Rain, Overcast",rain
2024-07-06T04:53:00,8.9,90.09,0.123,70.0,rain,4.3,"Rain, Overcast",rain
2024-07-06T04:54:00,8.9,90.0,0.103,70.0,rain,4.3,"Rain, Overcast",rain
2024-07-06T04:55:00,8.8,89.88,0.105,70.0,rain,4.5,"Rain, Overcast",rain
2024-07-06T04:56:00,8.9,90.71,0.127,70.0,rain,4.3,"Rain, Overcast",rain
